Ma_Hang,BG_LC_hien_tai,Gia_von_VAT
SP026677,72000.0,65714.0
SP026668,47000.0,49238.0
SP026666,250000.0,217670.0
SP026665,27000.0,28285.0
SP026658,210000.0,171667.0
SP026652,300000.0,272387.0
SP026597,90000.0,83143.0
SP026519,131500.0,233416.0
SP026512,153000.0,145714.0
SP026510,21000.0,21000.0
SP026475,64000.0,55555.0
SP026431,309000.0,294286.0
SP026419,153600.0,143719.0
SP026371,150000.0,142857.0
SP026363,135500.0,490592.0
SP026347,23000.0,20571.0
SP026318,252000.0,234000.0
SP026295,132000.0,109524.0
SP026273,53000.0,53000.0
SP026243,268500.0,268500.0
SP026238,33000.0,28000.0
SP026225,25800.0,24571.0
SP026140,60000.0,57142.0
SP026128,175000.0,121000.0
SP026057,20000.0,19048.0
SP026018,8000.0,10000.0
SP026013,38600.0,36762.0
SP026001,26100.0,27667.50141
SP025973,35000.0,33333.0
SP025970,24000.0,17628.0
SP025967,300000.0,270000.0
SP025946,126000.0,126000.0
SP025920,260000.0,268940.0
SP025915,30000.0,23300.0
SP025914,56000.0,58667.0
SP025885,47000.0,55000.0
SP025844,30000.0,34445.0
SP025843,26000.0,26000.0
SP025839,232000.0,220952.0
SP025837,70000.0,55154.0
SP025836,37500.0,52571.0
SP025790,37500.0,39285.0
SP025692,55000.0,48453.0
SP025690,55000.0,52381.0
SP025685,57000.0,58005.0
SP025656,112500.0,114767.0
SP025624,22000.0,20952.0
SP025608,312000.0,128152.0
SP025603,143990.0,137133.0
SP025599,158000.0,153338.0
SP025531,122000.0,116190.0
SP022635,33600.0,28668.0
SP2724865,,131429.0
SP2722411,,
SP2722202,,
SP2722148,,
SP2721674,,
SP2721637,,
SP2721564,,
SP2721556,,
SP2721551,,
SP2721550,,
SP2721526,,
SP2721509,,
SP2721488,,
SP2721480,,
SP2721467,,
SP2721463,,
SP2721441,,
SP2721437,,
SP2721418,,
SP2721406,,
SP2721362,,
SP2721357,,
SP2721333,,
SP2721295,,
SP2721259,,
SP2721255,,
SP2721253,,
SP2721237,,
SP2721209,,
SP2721183,,
SP2721180,,
SP2721163,,
SP2721128,,
SP2721096,,
SP2721090,,
SP2721082,,
SP2721050,,
SP2721034,,
SP2721014,,
SP2720995,,
SP2720956,,
SP2720869,,
SP2720863,,
SP2720837,,
SP2720831,,
SP2720829,,
SP2720821,,
SP2720796,,
SP2720785,,
SP2720765,,
SP2720738,,
SP2720724,,
SP2720713,,
SP2720699,,
SP2720688,,
SP2720657,,
SP2720602,,
SP2720596,,15000000.0
SP2720595,,
SP2720586,,
SP2720580,,
SP2720576,,
SP2720574,,
SP2720539,,
SP2720537,,
SP2720523,,
SP2720450,,
SP2720413,,
SP2720402,,
SP2720380,,
SP2720357,,
SP2720347,,
SP2720330,,
SP2720313,,
SP2720282,,
SP2720279,,
SP2720262,,
SP2720219,,
SP2720174,,
SP2720154,,
SP2720123,,
SP2720093,,
SP2720079,,
SP2720008,,
SP2719996,,
SP2719990,,
SP2719961,,
SP2719946,,
SP2719937,,
SP2719899,,
SP2719886,,
SP2719843,,
SP2719837,,
SP2719779,,
SP2719748,,
SP2719741,,
SP2719712,,
SP2719672,,
SP2719605,,
SP2719577,,
SP2719564,,
SP2719551,,
SP2719539,,
SP2719524,,
SP2719522,,
SP2719519,,
SP2719512,,4659782.0
SP2719509,,
SP2719464,,
SP2719351,,
SP2719314,,
SP2719279,,
SP2719277,,
SP2719252,,
SP2719202,,
SP2719200,,
SP2719187,,
SP2719182,,
SP2719180,,
SP2719168,,
SP2719161,,
SP2719156,,
SP2719155,,
SP2719130,,450000.0
SP2719123,,
SP2719104,,
SP2719073,,
SP2719063,,
SP2719062,,
SP2719059,,
SP2719057,,
SP2719039,,
SP2719038,,
SP2719036,,
SP2719030,,
SP2719007,,
SP2719005,,
SP2719004,,
SP2718999,,
SP2718993,,
SP2718922,,
SP2718905,,
SP2718901,,
SP2718823,,
SP2718793,,
SP2718790,,
SP2718712,,
SP2718708,,
SP2718690,,
SP2718663,,
SP2718657,,
SP2718655,,
SP2718577,,
SP2718573,,
SP2718285,,
SP2718244,,
SP2718070,,
SP2718014,,
SP2717978,,
SP2717976,,
SP2717932,,
SP2717931,,
SP2717924,,
SP2717858,,
SP2717752,,
SP2717743,,
SP2717733,,
SP2717697,,
SP2717674,,
SP2717584,,
SP2717573,,
SP2717569,,
SP2717547,,
SP2717535,,
SP2717518,,
SP2717385,,
SP2717333,,
SP2717332,,
SP2717324,,
SP2717299,,
SP2717269,,
SP2717259,,
SP2717246,,
SP2717240,,
SP2717219,,
SP2717214,,
SP2717179,,
SP2717171,,
SP2717161,,
SP2717067,,
SP2717008,,
SP2716853,,
SP2716823,,
SP2716781,,
SP2716728,,
SP2716719,,
SP2716662,,
SP2716631,,105000.0
SP2716601,,
SP2716575,,
SP2716574,,
SP2716573,,
SP2716551,,
SP2716548,,
SP2716544,,
SP2716523,,
SP2716516,,
SP2716510,,
SP2716506,,
SP2716498,,
SP2716349,,
SP2716348,,
SP2716335,,
SP2716325,,
SP2716246,,
SP2716231,,
SP2716216,,
SP2716202,,
SP2716160,,
SP2716137,,
SP2716115,,
SP2716056,,
SP2715964,,
SP2715955,,
SP2715928,,
SP2715890,,
SP2715862,,
SP2715850,,
SP2715825,,
SP2715709,,54999.0
SP2715675,,
SP2715667,,
SP2715648,,
SP2715646,,
SP2715631,,
SP2715599,,
SP2715577,,
SP2715556,,262857.0
SP2715552,,
SP2715529,,
SP2715475,,
SP2715415,,
SP2715379,,
SP2715344,,
SP2715307,,
SP2715232,,
SP2715224,,
SP2715193,,
SP2715191,,
SP2715068,,
SP2714997,,
SP2714985,,
SP2714938,,
SP2714936,,
SP2714884,,
SP2714858,,
SP2714844,,
SP2714843,,
SP2714811,,
SP2714809,,
SP2714797,,
SP2714759,,
SP2714739,,
SP2714721,,
SP2714711,,
SP2714676,,
SP2714657,,276190.0
SP2714624,,
SP2714603,,
SP2714600,,
SP2714582,,
SP2714568,,
SP2714507,,
SP2714477,,
SP2714475,,
SP2714412,,
SP2714341,,
SP2714309,,
SP2714190,,
SP2714187,,
SP2714096,,
SP2713853,,
SP2713840,,300000.0
SP2713799,,
SP2713787,,
SP271374,,
SP2713629,,
SP2713580,,
SP2713535,,
SP2713485,,
SP2713466,,
SP2713407,,
SP2713327,,
SP2713282,,
SP2713264,,
SP2713255,,
SP2713218,,
SP2713179,,
SP2713092,,
SP2713025,,
SP2712990,,
SP2712982,,
SP2712963,,
SP2712896,,
SP2712889,,
SP2712879,,
SP2712824,,
SP2712804,,
SP2712800,,
SP2712796,,
SP2712784,,
SP2712779,,
SP2712737,,
SP2712672,,
SP2712637,,
SP2712618,,
SP2712596,,
SP2712577,,
SP2712560,,
SP2712493,,
SP2712446,,
SP2712433,,
SP2712429,,
SP2712254,,
SP2712180,,
SP2712159,,
SP2712152,,
SP2712132,,
SP2712123,,
SP2711982,,
SP2711978,,
SP2711973,,
SP2711950,,
SP2711883,,
SP2711852,,
SP2711796,,
SP2711772,,
SP2711769,,
SP2711752,,
SP2711743,,
SP2711700,,
SP2711662,,
SP2711635,,
SP2711614,,
SP271157,,40000.0
SP2711561,,
SP2711521,,
SP2711431,,87142.0
SP2711358,,
SP2711338,,180191.0
SP2711313,,
SP2711305,,
SP2711220,,
SP2711100,,
SP2711075,,129000.0
SP2710979,,
SP2710966,,
SP2710921,,199037.0
SP2710884,,
SP2710839,,
SP2710830,,
SP2710777,,
SP2710737,,
SP2710678,,
SP2710548,,60000.0
SP2710546,,
SP2710524,,
SP2710250,,579810.3261
SP2710175,,
SP2710173,,
SP2710019,,
SP2709940,,
SP2709914,,
SP2709803,,
SP2709801,,
SP2709756,,
SP270974,,
SP2709726,,
SP2709698,,
SP270968,,
SP2709548,,1361905.0
SP2709370,,
SP2709340,,352000.0
SP2709280,,
SP2709212,,
SP2709209,,
SP2709179,,
SP2709152,,
SP2709135,,
SP2708971,,
SP270893,,
SP2708848,,
SP2708775,,
SP2708679,,
SP2708402,,
SP2708280,,
SP2708117,,
SP2708031,,
SP2707917,,
SP2707915,,
SP2707914,,
SP2707886,,
SP2707865,,
SP2707823,,
SP2707813,,
SP2707729,,
SP2707716,,
SP2707597,,
SP2707554,,
SP2707376,,
SP2707131,,
SP2707086,,
SP2707015,,
SP2707004,,
SP270691,,
SP2706640,,
SP2706589,,
SP2706547,,
SP2706412,,
SP2706409,,
SP2706382,,
SP2706350,,
SP2706247,,74999.0
SP2706162,,
SP2706114,,
SP2706062,,
SP2705990,,
SP2705637,,
SP2705612,,
SP269956,,
SP269641,,
SP269526,,
SP269472,,
SP269455,,
SP268950,,
SP268650,,125002.5
SP268232,,
SP268114,,
SP267874,,
SP267680,,
SP267570,,
SP267297,,
SP267272,,
SP026820,,
SP026816,,
SP026793,,
SP026757,,
SP026753,,
SP026720,,
SP026706,,
SP026480,,
SP026392,,
SP026305,,
SP026280,,110444.0
SP026218,,
SP026142,,
SP026049,,165714.0
SP025761,,84000.0
SP025758,,118095.0
SP025467,,
SP025227,,
SP023941,,
SP023048,,
SP022019,,
SP021884,,
SP021479,,
SP021452,,
SP021422,,
SP021160,,
SP020104,,
SP018528,,
SP016664,,
SP015058,,
SP013128,,
SP012425,,
SP010704,,
SP010386,,
SP008932,,
SP008931,,
SP008100,,
SP007413,,
SP007146,,
SP006924,,
SP006530,,
SP006132,,
SP004544,,
SP004425,,
SP004383,,
SP004317,,
SP003388,,
SP003026,,
SP002987,,
SP002960,,
SP001814,,
SP001445,,
SP001362,,
SP001325,,
SP000536,,
SP2725253,,156000.0
SP2724933,,39534.0
SP2720894,,51996.0
SP2720884,,36438.0
SP2719504,,44830.0
SP2718866,,40287.0
SP2718590,,94176.0
SP270891,,40000.0
SP270816,,26156.0
SP270631,,60000.0
SP270434,,19515.0
SP270092,,26191.0
SP269964,,65000.25
SP268889,,95854.0
SP268395,,40005.0
SP268387,,44000.0
SP267931,,172000.0
SP267301,,86614.0
SP026263,,80000.0
SP2709111,,83405.0
SP402311,,28171.0
SP269647,,66000.0
SP026090,,33331.0
